[0.188235 0.0768063 0.170131 0.330271 4.26129 2.61274 0.383851 0.243681 0.165251 
 ;1.76737 0.716318 0.677245 0.574606 0.858779 0.555872 0.385649 0.546583 0.679882 
 ;0.77946 0.460095 0.391262 0.914048 2.23038 1.72987 1.40323 0.539184 0.463784 
 ;0.666089 0.369519 0.602472 1.17583 1.05251 0.701932 0.671601 0.434707 0.403096 
 ;0.583897 0.482876 0.561217 0.823188 1.65786 1.07212 0.515061 0.365037 0.326719 
 ;0.610026 0.611999 0.771538 0.96471 1.5188 0.845801 0.305896 0.201104 0.28889 
 ;0.869932 0.667259 0.428922 0.590736 0.850824 0.947976 0.564408 0.605734 0.610829 
 ;2.31345 2.01037 0.642562 0.333649 0.758756 1.41011 0.702155 2.15895 3.73605 
 ;1.28563 1.19337 0.977912 1.34465 1.29827 2.37997 0.652871 1.15557 2.15568 
 ;0.117499 0.24398 0.551454 1.05415 1.97188 1.30418 0.656678 0.1036 0.0236794 
 ;2.56987 1.91903 0.554377 0.672693 0.787926 0.850047 1.06738 1.23979 1.95881 
 ;1.45891 1.55552 1.08264 0.553797 0.560346 0.75578 1.08748 1.9981 3.9951 
 ;1.04199 2.04421 1.12613 0.245207 0.354867 0.357842 0.574726 1.26128 2.45306 
 ;1.85458 1.91796 0.645312 0.531943 0.628297 0.786805 0.75617 1.88334 4.06062 
 ;2.9933 3.35577 1.59903 0.798083 0.978864 0.633378 0.594503 1.02109 3.25209 
 ;2.30379 2.03211 1.48334 0.268563 0.424215 0.3615 0.327019 0.959266 3.29158 
 ;3.15816 2.63321 1.27172 0.460357 0.663827 0.622951 0.744503 1.05642 4.46678 
 ;1.43502 2.34321 0.711136 0.59114 0.855831 0.718695 0.742046 1.17493 2.05981 
 ;0.629797 0.875567 0.502098 0.566455 0.726389 0.632304 0.522483 0.277885 0.541703 
 ;3.28845 1.7904 0.380241 0.237775 0.384551 0.660136 0.710469 0.454457 3.57556 
 ;1.96449 1.2913 0.974648 0.504266 0.719937 0.757628 0.843356 0.773725 4.34601 
 ;1.02202 1.28515 0.891511 0.673812 0.39783 0.596986 0.612841 1.2333 2.63398 
 ;0.984947 0.765875 0.757024 0.615598 0.724678 0.666228 0.948336 1.88389 2.0822 
 ;1.26802 1.59831 2.12792 1.05133 1.27953 0.838652 0.829137 1.02162 1.79757 
 ;2.03821 1.67462 0.844541 0.181696 0.0449179 0.117158 0.352091 1.42028 1.99078 
 ;3.20039 2.36977 1.21065 0.794001 0.420627 0.609162 0.779423 1.50609 3.95175 
 ;1.16455 1.30071 0.435474 0.220154 0.289689 0.678975 0.593253 0.660585 1.95201 
 ;0.332966 0.630053 0.589458 0.495201 0.960068 0.930101 0.604915 0.437767 0.31122 
 ;2.28585 1.29641 0.545986 0.350665 0.471106 0.35704 0.607093 0.678887 2.86813 
 ;1.27948 1.54996 1.25243 0.391637 1.05717 1.01774 1.21809 1.0311 1.29789 
 ;0.970602 1.16543 0.723506 0.577875 0.814634 0.714991 0.861152 1.61395 2.1866 
 ;0.366292 0.665538 1.4219 0.894592 1.73672 1.19171 0.998044 1.45766 1.17202 
 ;0.717022 1.3656 2.32844 0.620961 1.1104 2.19887 1.59821 1.48013 1.00387 
 ;1.34481 1.20172 0.895357 0.190647 0.238009 0.60284 0.814695 1.94164 2.15638 
 ;2.26094 2.05226 0.619017 0.954802 1.36805 1.4498 1.39419 2.52546 3.95498 
 ;1.28675 2.0157 1.04829 0.320666 0.361639 0.744635 0.694549 0.612707 1.53727 
 ;0.0814939 0.298164 0.460232 0.451243 1.12048 0.71316 0.92615 0.490216 0.245714 
 ;0.929005 1.23323 1.41464 1.36753 1.07673 0.741175 0.67293 0.685469 1.43215 
 ;1.38796 1.29988 1.06278 0.819618 1.09113 0.889488 0.641434 0.573957 1.09839 
 ;1.41468 1.81938 1.92539 0.654754 0.646005 0.344386 0.337863 0.392538 1.51492 
 ;0.823987 3.4735 5.63672 0.979818 0.495947 0.511223 0.416067 0.545421 0.767899 
 ;0.22601 0.624874 0.999857 0.185273 0.347036 0.605783 1.24892 1.66411 0.313715 
 ;0.589413 0.78035 0.121572 0.0485549 0.229004 0.278572 1.54818 4.63586 4.08965 
 ;2.04662 2.14322 0.763254 0.25933 0.276036 0.19256 0.289926 0.748947 2.72322 
 ;2.52606 1.79367 0.620069 0.0853934 0.136917 0.10662 0.131184 0.220024 2.00052 
 ;0.223932 1.5921 2.08116 1.03986 0.699509 0.556458 0.280293 0.388531 0.514925 
 ;0.717337 1.75611 1.99064 1.90622 0.748013 1.33011 0.413886 0.664106 1.39084 
 ;0.768571 0.527151 0.405235 0.782318 2.29746 2.03509 0.363825 0.306852 0.716815 
 ;1.57969 1.78102 1.54457 1.21878 2.42242 1.15362 0.720554 0.641448 1.96276 
 ;0.603592 1.17836 1.97732 0.503751 0.353829 0.557956 0.875374 0.522887 0.848371 
 ;0.214138 0.0875344 0.138441 0.12651 0.170212 0.565348 1.36291 0.877706 1.77974 
 ;1.10774 0.530574 0.0595405 0.0175166 0.0661992 0.0843657 0.239551 0.700104 8.24397 
 ;2.36864 1.85953 0.677439 0.243929 0.0990609 0.040629 0.193225 0.545752 5.22094 
 ;3.08568 1.83835 0.141686 0.123271 0.214845 0.24222 0.103409 0.519221 2.79 
 ;1.17985 4.69326 2.87502 0.598341 0.475794 0.353139 0.0726686 0.0802167 0.360599 
 ;0.883388 0.990282 0.48677 0.18555 0.347448 0.431586 0.128359 0.28347 1.17793 
