16, 8
0.521294, 1.17045, 1.16898, 1.10341, 1.1944, 1.15395, 0.420954, 0.385051, 0.830214
0.80366, 3.8667, 4.44962, 2.06878, 0.791939, 1.09669, 0.440788, 0.303264, 0.43958
0.976034, 3.06428, 2.82619, 0.608349, 1.27098, 1.15593, 1.52604, 1.13048, 1.20309
0.278411, 1.08929, 2.24414, 1.17765, 0.685478, 0.719258, 0.859454, 1.02846, 0.798944
0.839138, 2.42099, 3.42032, 1.48881, 0.845034, 1.70539, 1.96824, 1.28934, 2.53704
0.930884, 1.07232, 1.0288, 1.78998, 2.12092, 2.97754, 3.48667, 2.32829, 3.21789
0.569909, 1.5439, 1.31972, 2.06712, 1.17167, 1.49008, 1.51852, 1.23419, 1.61444
0.108267, 0.298414, 0.900164, 1.21825, 1.92129, 1.91238, 0.67116, 0.269451, 0.259165
1.38576, 3.41711, 3.37549, 1.64668, 0.857213, 0.725796, 0.139136, 0.364747, 1.1762
1.78859, 6.04963, 6.58261, 1.71846, 1.21358, 0.558225, 0.274836, 0.288359, 1.33765
1.06627, 2.39883, 2.39163, 1.82754, 0.785119, 0.821283, 1.58839, 1.68456, 2.15648
1.35035, 3.64403, 5.40378, 1.83954, 0.654508, 0.663657, 0.791572, 1.02453, 0.953273
1.41216, 2.98846, 4.55952, 0.9692, 1.01042, 0.616688, 0.754096, 1.21202, 1.42107
0.719428, 0.862395, 0.622906, 1.68037, 2.60136, 1.57599, 0.937642, 1.16732, 2.00416
1.37347, 2.44925, 1.63153, 1.72097, 0.882635, 1.29232, 0.858588, 0.663466, 1.44311
0.103449, 0.251239, 0.661815, 0.76132, 1.83295, 1.983, 1.77742, 0.611245, 0.308957
2.848, 3.5846, 4.50666, 3.27995, 2.44974, 1.15473, 0.518414, 0.897022, 1.97912
5.40889, 4.44859, 2.8973, 2.16151, 2.14002, 0.790198, 0.915076, 1.55893, 4.84522
1.09692, 2.21545, 2.46831, 2.27268, 1.74314, 1.38644, 2.02148, 1.57983, 3.08029
1.51527, 3.72901, 4.79782, 2.53939, 1.92309, 1.29641, 1.80578, 1.11975, 2.3965
0.500014, 1.38861, 2.38327, 1.48029, 3.02231, 0.554879, 0.179722, 0.351713, 0.368173
1.20405, 1.79927, 1.97393, 1.87349, 1.83522, 1.9172, 1.44986, 0.780356, 1.07435
0.870075, 2.42676, 2.88196, 2.25251, 1.37139, 1.64974, 1.11155, 0.41781, 1.34345
0.239173, 0.71336, 0.477722, 0.712255, 1.87992, 1.34298, 0.799213, 0.223756, 0.500174
0.924603, 0.865544, 1.63041, 3.34455, 4.36609, 2.16753, 0.903725, 0.529892, 0.891891
3.50045, 2.50395, 2.97913, 2.01918, 1.90011, 1.26855, 1.44766, 2.12285, 3.00617
1.06169, 2.12045, 1.50576, 2.29578, 2.13562, 2.25881, 4.541, 3.73248, 3.48088
3.23626, 4.11296, 3.42619, 1.46773, 0.622149, 0.865556, 1.26751, 0.886635, 1.65029
0.952449, 2.18688, 1.58891, 0.74684, 0.365388, 0.591168, 0.46988, 0.421273, 0.671444
1.08329, 2.31104, 2.89826, 2.2024, 2.16222, 2.65796, 1.29389, 1.87576, 1.37055
0.868945, 1.56761, 3.54561, 2.12549, 2.37907, 1.61028, 1.65407, 0.864018, 0.63316
0.599623, 2.12757, 8.18081, 2.77914, 1.37209, 1.4293, 1.12339, 0.136332, 0.0696975
0.3556, 0.582082, 4.09692, 8.54563, 10.215, 1.42895, 0.555017, 0.635785, 1.4331
2.41441, 2.22656, 1.56204, 1.70784, 3.04532, 1.9743, 1.46379, 1.96861, 4.41696
0.863273, 1.57442, 1.05727, 1.36356, 1.21072, 2.06347, 3.16211, 4.26531, 5.08125
2.38543, 2.40176, 0.862876, 0.752822, 0.344486, 0.347675, 0.889948, 2.34559, 4.90923
0.565653, 0.754337, 0.491752, 0.53426, 0.757218, 0.62425, 0.661427, 0.614978, 1.07563
0.980724, 1.12458, 1.06084, 1.32647, 2.45809, 1.49719, 1.18161, 1.96348, 1.59033
0.701104, 1.00766, 1.32629, 0.851679, 1.06938, 2.62088, 2.31135, 1.08589, 1.25719
3.6475, 6.15022, 5.3991, 0.418599, 0.958678, 0.645898, 0.129325, 0.466689, 2.00446
1.54968, 1.21498, 1.72717, 1.04443, 0.78272, 0.981519, 1.64717, 0.954902, 2.33602
7.88961, 5.02164, 1.79721, 0.993326, 0.83113, 0.962144, 1.26607, 1.42186, 4.26209
1.62605, 2.07354, 1.21279, 0.930435, 0.695709, 1.31997, 2.85085, 4.96217, 3.59275
2.39934, 3.05674, 2.4185, 0.380214, 0.241077, 0.600007, 1.70646, 2.2983, 5.06981
0.779532, 0.825998, 0.290882, 0.380463, 0.270418, 0.49699, 0.496532, 0.64531, 1.66092
1.1568, 1.35088, 1.4912, 1.17676, 0.713951, 1.13559, 2.81673, 2.51455, 3.10961
0.634331, 1.66546, 1.94045, 1.22158, 1.11471, 1.25317, 1.3327, 1.78809, 2.09191
0.790572, 0.665959, 0.248507, 0.123275, 0.867094, 0.502456, 0.894268, 5.91742, 8.8154
1.25029, 1.14089, 1.62674, 1.33649, 1.83805, 2.57471, 2.88298, 2.30252, 1.36054
2.08322, 2.12798, 3.15265, 2.29189, 0.96064, 1.22678, 0.77204, 0.780171, 1.52964
1.61799, 2.93212, 1.98424, 0.418204, 0.202204, 0.741801, 0.945144, 1.43842, 1.8156
3.32296, 4.73795, 2.77623, 0.867482, 0.852905, 0.726075, 0.676486, 0.65864, 2.01317
0.482331, 0.453311, 0.452749, 0.640324, 1.42015, 1.43001, 0.890856, 0.925054, 1.43709
0.252481, 0.515136, 0.716163, 1.02455, 1.66716, 1.8127, 1.03784, 1.16015, 1.61777
0.240966, 0.3991, 0.311835, 0.782702, 1.21866, 1.3156, 1.29662, 1.30432, 1.66079
0.20275, 0.193845, 0.221095, 0.405241, 1.1201, 0.711617, 4.02558, 9.01855, 2.74862
0.160533, 0.636186, 0.362405, 0.346107, 1.38181, 3.71661, 8.78025, 6.21709, 0.849143
0.116971, 0.162394, 1.09777, 1.99779, 3.26028, 4.02461, 1.30542, 0.382196, 0.203988
0.81036, 2.1896, 8.4035, 4.89058, 1.79096, 0.629173, 0.694377, 0.92467, 0.613728
5.17361, 5.55874, 2.81012, 1.16027, 1.59224, 0.972139, 2.12674, 2.93446, 1.40419
0.7993, 0.775215, 0.446284, 0.3148, 1.53897, 2.88998, 3.05495, 3.36645, 6.74048
0.501431, 1.24886, 1.69091, 0.980824, 2.78958, 3.10641, 1.65245, 1.32215, 3.07146
0.197591, 0.666754, 0.769533, 1.53623, 2.47565, 2.39339, 1.47178, 1.36893, 0.708488
0.363946, 0.493153, 1.70539, 1.17494, 2.21964, 1.41347, 0.782382, 0.55088, 0.56809
0.355775, 0.507943, 0.833283, 0.934496, 1.9132, 4.20883, 5.90007, 2.44458, 1.27355
0.234464, 0.530767, 1.6569, 2.30875, 5.9625, 6.14522, 1.77793, 1.09736, 0.837299
0.547269, 1.8271, 5.03501, 3.7692, 4.21566, 2.36637, 1.39385, 1.42303, 1.33725
1.72184, 2.61348, 1.59659, 1.1092, 3.74291, 1.80181, 1.59901, 3.03665, 4.67823
0.755358, 0.699586, 0.196307, 0.544515, 5.75198, 6.01338, 1.85429, 1.833, 3.26662
0.771596, 1.90622, 1.7316, 0.972224, 4.35953, 5.55671, 3.05852, 3.241, 3.28043
0.502717, 0.854188, 4.22331, 2.12518, 5.49423, 3.75326, 0.551378, 0.439489, 0.879644
0.687983, 0.366279, 0.450271, 0.746246, 2.2838, 1.51297, 0.728885, 0.451113, 0.718842
0.839898, 0.731576, 1.05155, 2.17699, 2.86647, 2.89252, 1.40222, 1.21608, 1.47919
1.03577, 1.0432, 1.10585, 1.37136, 1.90835, 3.0258, 1.65086, 1.94071, 1.47559
0.747783, 0.931782, 0.61232, 1.06173, 3.5237, 3.75048, 1.25474, 1.12749, 0.9172
0.614616, 0.740527, 1.11566, 1.83538, 3.87839, 2.67624, 0.99903, 1.22989, 1.7473
0.760672, 0.97637, 0.774038, 1.33547, 2.73759, 3.19093, 1.60465, 1.43364, 1.08688
0.55972, 0.366198, 0.293216, 0.537663, 3.80753, 4.24506, 1.27994, 1.33526, 0.914821
0.307695, 0.165011, 0.392717, 0.603097, 3.63028, 3.7739, 0.262131, 0.131164, 0.303139
0.787505, 0.0471662, 0.0182289, 0.193867, 0.196128, 0.191233, 0.0678264, 0.0873303, 0.0333126
3.58988, 0.131657, 0.272081, 0.36328, 0.968168, 1.06281, 0.547501, 0.617255, 0.40123
5.56351, 0.163034, 0.268385, 0.302132, 0.302473, 0.486934, 0.395909, 0.342506, 0.340302
2.64605, 0.0530838, 0.172679, 0.272366, 0.284658, 0.381893, 0.423483, 0.366406, 0.214055
2.81217, 0.126661, 0.390121, 0.254052, 0.147351, 0.385067, 0.489112, 0.486306, 0.16578
5.20081, 0.371471, 0.39515, 0.226765, 0.13774, 0.26844, 0.262583, 0.231135, 0.306593
4.05322, 0.0935263, 0.191512, 0.330807, 0.193411, 0.357042, 0.30906, 0.244672, 0.295848
1.80886, 0.0401361, 0.0203311, 0.141893, 0.176697, 0.138263, 0.0205125, 0.0615035, 0.173081
