16, 8
2.31909, 0.126694, 0.103377, 0, 0.320796, 0.187823, 0.107448, 0.188546, 0.219162
8.8007, 0.16368, 0, 0.0283356, 0.318388, 0.482505, 0.991564, 0.546531, 0.371765
9.33901, 0.30296, 0.100277, 0.0872484, 0.408983, 0.359359, 0.306566, 0.342591, 0.503282
9.87433, 0.526836, 0.131287, 0.360112, 0.20179, 0.163275, 0.216447, 0.0826618, 0.539733
6.79101, 0.342841, 0.226048, 0.181088, 0.0932991, 0.0566022, 0.178107, 0.188025, 0.237711
5.43505, 0.147969, 0.124655, 0.0588684, 0.0952468, 0.110159, 0.0744995, 0.21314, 0.398342
7.1671, 0.408241, 0.232145, 0.0123467, 0.0976386, 0.20774, 0.145506, 0.368817, 0.331416
9.56922, 0.577388, 0.401486, 0.326582, 0.450426, 0.00606777, 0.0382893, 0.263645, 0.498784
0.656983, 1.43343, 1.2466, 1.91492, 3.50592, 2.29371, 0.405557, 0.375701, 0.474448
0.668742, 1.61587, 1.70557, 1.75189, 2.17088, 2.37478, 1.62954, 1.63088, 2.05363
0.56954, 1.98804, 2.17511, 1.95388, 1.46057, 2.35077, 0.963848, 1.16146, 1.73261
0.523021, 1.36816, 2.6891, 3.22213, 1.80305, 2.10161, 1.7299, 0.973115, 1.42982
1.20784, 1.04603, 1.38468, 3.30338, 2.3316, 1.93489, 1.88063, 1.27699, 2.3853
0.735147, 1.13388, 1.3844, 2.71147, 3.72117, 2.08014, 1.4861, 1.25107, 2.05334
0.735979, 1.43218, 1.485, 2.25159, 4.27485, 2.89947, 1.39135, 2.08698, 2.35301
1.53445, 1.68025, 2.84131, 3.02637, 2.82897, 2.25751, 1.87293, 0.999786, 0.634783
0.36148, 1.16817, 0.926611, 1.65367, 1.59469, 1.18584, 0.704489, 0.698846, 0.858585
1.03544, 2.16223, 3.41855, 2.59842, 1.82582, 1.11714, 0.721672, 1.04266, 1.53951
0.761182, 2.1336, 1.69857, 2.64308, 3.53192, 1.81831, 1.09757, 1.35047, 0.847076
0.406999, 1.28618, 1.21256, 1.67004, 2.12356, 1.3854, 1.13971, 1.02753, 2.28989
0.64272, 1.00826, 1.89897, 3.22316, 2.1952, 1.26599, 1.29812, 0.829221, 1.39936
0.486026, 0.962301, 1.85553, 3.40215, 3.27252, 1.87278, 2.36272, 0.829359, 0.805367
0.13737, 1.27141, 3.15928, 3.46285, 4.61823, 2.09641, 1.34484, 0.71977, 1.20103
0.301451, 0.800449, 0.840126, 2.68043, 3.35547, 2.68678, 2.11622, 1.28039, 0.596041
0.417599, 0.960611, 2.02001, 1.73801, 1.47915, 1.03604, 0.962391, 0.617866, 0.876439
0.350157, 0.915801, 4.20719, 5.38823, 2.29627, 1.4576, 0.716856, 0.693725, 0.347577
0.993735, 1.14839, 1.68071, 2.29047, 1.83032, 0.967193, 2.4841, 4.05294, 1.00098
0.85426, 2.12014, 2.73395, 4.32065, 2.62683, 1.35766, 0.876387, 1.23875, 2.19925
0.487921, 1.83799, 2.36299, 3.03796, 2.27386, 1.73938, 2.06763, 1.73111, 1.88575
0.482229, 2.06099, 2.91058, 2.58334, 1.87555, 1.41686, 2.98049, 1.67813, 1.29321
0.43306, 1.42995, 1.94864, 1.82135, 1.76127, 1.8281, 1.86753, 1.24558, 2.14155
0.585961, 1.15095, 1.82825, 2.07155, 1.74337, 1.12643, 1.16069, 0.778672, 1.22928
0.155772, 0.65276, 5.12617, 3.07903, 1.20919, 0.896476, 0.133062, 0.142004, 0.52499
0.344738, 0.829188, 2.23203, 2.16944, 1.1016, 0.892516, 0.344218, 0.195343, 0.319946
0.539098, 1.21473, 2.93038, 1.68601, 0.984055, 0.666194, 1.01984, 1.18802, 0.251304
2.2659, 2.9772, 3.24975, 2.59909, 2.03843, 0.777909, 1.13575, 0.869213, 1.73882
0.534818, 0.806157, 0.892414, 2.04532, 2.10285, 1.61899, 2.94364, 3.17262, 2.98833
0.518904, 0.795433, 1.78921, 2.07892, 1.08287, 1.69573, 4.31177, 3.49594, 2.75161
1.55672, 1.7772, 1.84238, 1.80691, 1.05208, 1.75975, 2.21669, 2.44259, 3.44463
1.58365, 3.2653, 3.08979, 2.78558, 1.04347, 1.1146, 1.42423, 1.38974, 2.09813
0.132761, 0.328813, 1.89453, 1.17501, 1.53802, 1.05358, 0.301536, 0.108521, 0.195603
