[0.188235 0.0768063 0.170131 0.330271 4.26129 2.61274 0.383851 0.243681 0.165251 
 ;0.362783 0.950891 2.09963 0.981957 1.47966 1.13048 1.01885 1.02332 0.823516 
 ;0.854119 1.41428 2.38321 0.63947 1.23592 2.25445 1.71752 1.71508 1.12156 
 ;1.35557 1.0234 0.467884 0.187554 0.549158 0.976566 1.11983 2.13397 2.40546 
 ;2.19327 2.39977 0.891786 0.946241 0.965436 1.35008 1.33081 2.48998 3.80035 
 ;1.64972 2.49474 0.997148 0.268976 0.331103 0.648593 0.571601 0.500116 1.17659 
 ;0.0737712 0.404795 0.644038 0.419617 1.09149 0.720551 1.02134 0.646984 0.329626 
 ;0.859134 1.24958 1.59608 1.55993 1.15744 1.00656 0.680713 0.553018 1.06414 
 ;1.29997 1.06972 0.948123 0.667744 1.17959 1.12185 0.550854 0.561771 1.29622 
 ;1.08706 1.72155 1.71017 0.593573 0.71853 0.402686 0.263344 0.457405 1.50246 
 ;0.694489 3.47737 5.82529 0.893399 0.323423 0.634963 0.440119 0.551532 0.585971 
 ;0.114489 0.411979 1.49982 0.299688 0.19393 0.545305 1.12103 1.71257 0.217553 
 ;0.685644 0.580624 0.0836073 0.054134 0.314399 0.352474 1.60053 4.81436 5.61375 
 ;2.15559 2.54616 0.920661 0.405907 0.703431 0.617015 0.446544 0.690744 3.11181 
 ;2.1239 1.43532 0.662903 0.113901 0.13667 0.213683 0.257707 0.436997 2.23002 
 ;0.380493 1.50138 2.04078 0.933914 0.517256 0.520333 0.302459 0.399111 0.506908 
 ;0.622854 1.52076 2.1214 2.28987 0.75785 1.10557 0.366943 0.574995 1.57141 
 ;1.01269 0.716115 0.506676 0.766948 2.23692 2.05909 0.390723 0.451245 1.27338 
 ;1.55305 1.88213 1.5104 1.28148 2.35707 1.02785 0.6165 0.4932 1.93542 
 ;0.430468 1.27389 1.69947 0.575389 0.653128 0.654913 0.659071 0.296997 0.526175 
 ;0.1258 0.038055 0.0654558 0.0915417 0.164977 0.635573 1.47918 0.901506 0.44202 
 ;1.19083 0.291558 0.0438976 0.0255713 0.0544794 0.07853 0.376834 0.748452 8.90224 
 ;3.0801 1.50339 0.45618 0.202539 0.133693 0.105678 0.197972 0.565657 7.06834 
 ;2.50224 1.64603 0.09442 0.0295818 0.00527325 0.0276678 0.100941 0.607491 3.04193 
 ;1.02144 4.99266 2.78378 0.267887 0.543965 0.420104 0.0847158 0.08749 0.337402 
 ;1.03355 0.501532 0.266465 0.197577 0.234728 0.266562 0.140143 0.193813 0.778297 
 ;1.3838 0.691319 0.286795 0.305388 0.44123 0.382287 0.563784 1.11291 1.50773 
 ;1.06078 0.92513 0.931905 0.683081 0.277741 0.329167 2.50679 2.34934 2.06781 
 ;0.202252 0.281462 0.806673 0.376769 0.213857 0.295442 0.993155 0.535019 0.26973 
 ;0.453759 0.185533 0.339458 0.280437 0.188893 0.158908 0.201662 0.242376 0.549068 
 ;2.48815 0.471982 0.189101 0.177665 0.204702 0.0507614 0.0923917 0.463629 7.36727 
 ;2.36493 1.03462 0.242615 0.245155 0.451439 0.340211 0.125691 0.466597 9.04202 
 ;1.53133 1.05128 0.403095 0.483148 0.316385 0.475862 0.232262 0.522218 3.55767 
 ;0.906812 2.72807 1.02812 0.0135014 0.539044 0.38289 0.0929393 0.0798368 0.314563 
 ;1.24478 0.709646 0.222868 0.614221 0.53866 0.837301 0.313365 0.325081 1.20054 
 ;1.32145 0.566126 0.667049 1.52746 1.0155 1.14439 0.890464 0.654741 0.978644 
 ;0.965102 0.912563 1.43881 1.56137 0.752042 0.385729 0.909686 0.841972 4.35937 
 ;0.561877 0.324657 0.405842 0.245143 0.153883 0.262851 0.390099 0.260718 1.25139 
 ;0.497906 0.294252 0.568015 0.591296 0.320492 0.211297 0.421046 0.755332 0.792972 
 ;1.68523 0.665229 0.421372 0.309353 0.218701 0.225232 0.225963 0.393398 5.15811 
 ;2.67417 1.41995 0.247993 0.143636 0.213716 0.257197 0.157908 0.650017 6.76607 
 ;0.54883 0.429297 0.413063 0.198329 0.207675 0.450617 0.471964 1.19658 2.04334 
 ;0.206659 0.159864 0.0346285 0.332982 2.92876 2.51404 1.41415 0.546882 0.1763 
 ;1.12435 1.25084 0.575866 1.34522 5.37475 2.26427 0.516944 0.636227 1.25949 
 ;0.557163 0.580747 0.514066 1.89569 6.39725 3.10194 0.673151 0.419541 0.241601 
 ;1.13869 1.28618 1.94906 3.04537 3.54027 0.810981 0.219489 0.105772 0.879278 
 ;0.838277 0.456446 0.378015 0.239023 0.0818627 0.0772668 0.0899504 0.151248 0.538784 
 ;0.325546 0.166963 0.352256 0.113298 0.164903 0.30986 0.669932 0.452014 0.705633 
 ;1.16913 0.656944 0.574742 0.183654 0.287185 0.454321 0.754375 0.998633 4.32921 
 ;1.21823 1.48563 0.63811 0.46352 0.804907 0.999758 0.534563 1.94537 4.07557 
 ;1.54243 1.63634 1.09586 0.230903 0.131119 0.514013 0.343111 0.441986 0.843767 
 ;0.0601704 0.272093 0.632807 0.797381 4.33123 3.18491 1.93236 1.05405 0.604118 
 ;0.0323487 0.2408 0.670496 1.59061 8.94167 3.2084 0.789161 0.205104 0.134793 
 ;0.0761796 0.118843 0.260485 1.30055 6.2185 2.78479 0.284955 0.114133 0.0732089 
 ;0.224199 0.452772 0.852832 1.93825 3.54278 1.88864 0.581474 0.239092 0.130021 
 ;0.393907 0.305512 0.26519 0.198663 0.967652 2.52938 0.551253 0.16294 0.210891 
 ;0.456777 0.211511 0.384906 0.319143 1.26009 1.83203 0.885732 0.657486 0.420091 
 ;0.77129 2.00576 1.91016 0.554372 0.863099 1.15498 0.884373 0.676019 1.48116 
 ;0.456099 1.33995 1.27311 0.618469 0.706726 0.431309 0.34442 0.242253 1.18415 
 ;1.68683 1.37794 0.899361 0.177113 0.108129 0.161552 0.198386 0.585486 1.96307 
 ;0.0877467 0.218403 0.387324 1.3094 3.07995 1.47285 0.422911 0.809266 0.562666 
 ;0.0924021 0.650934 0.938239 0.923927 3.30988 3.05692 1.86954 0.909523 0.602322 
 ;0.0824233 0.191599 0.345228 0.912446 3.97815 2.48821 0.590212 0.268153 0.290505 
 ;0.166255 0.392199 0.569616 1.38238 2.97311 1.67539 0.327158 0.184818 0.312245 
 ;0.437794 0.509352 0.465248 0.426739 1.66686 2.78055 0.947783 0.662983 0.729474 
 ;0.370969 1.18335 0.835587 0.457684 2.16345 2.81595 0.871384 0.493936 0.713619 
 ;0.658342 1.43556 1.31917 0.906954 0.998629 1.74284 1.2011 1.68916 3.39324 
 ;0.63456 0.538215 0.792499 1.25254 1.84282 0.645313 0.83986 1.01588 1.30284 
 ;1.58484 1.03329 0.99036 0.441786 0.524533 0.242874 0.341563 1.00341 2.39804 
 ;0.00245098 0.00533194 0.204828 0.604797 2.40786 1.78423 0.388683 1.01982 1.21141 
 ;0.060809 0.446036 0.628355 1.09254 2.40866 1.67847 1.00666 0.611874 0.538677 
 ;0.0641225 0.0831709 0.340278 0.809377 3.04664 2.06592 0.460483 0.247539 0.116617 
 ;0.573063 0.5193 0.260656 0.754519 2.51329 1.92286 0.214518 0.165028 0.699582 
 ;1.71003 1.56563 0.251285 0.136304 0.396678 0.2567 0.249114 0.499092 2.40868 
 ;0.910299 1.156 0.413201 0.0347932 0.0540172 0.140695 0.678885 0.97815 2.91401 
 ;1.25788 0.980429 0.468577 0.253594 0.287669 0.407516 0.90363 2.45205 5.02156 
 ;0.405339 0.172793 0.146609 0.288618 1.28748 0.6901 0.725781 1.57922 2.22207 
 ;0.480261 0.747433 0.909119 0.720028 2.0104 0.349936 0.237905 0.242484 0.375395 
 ;0.0909727 0.0261019 0.0233717 0.194131 0.634754 0.696971 0.324818 0.2702 0.343554 
 ;0.211051 0.234868 0.326558 0.284701 0.559975 0.297971 0.20015 0.188616 0.0981354 
 ;0.162803 0.0816916 0.154024 0.302224 0.667857 0.467678 0.180173 0.139376 0.0452905 
 ;0.818594 1.37878 0.180871 0.182918 0.379383 0.320894 0.136171 0.0979141 0.765101 
 ;2.12436 2.2497 0.489867 0.413655 0.0892186 0.0488171 0.0666773 0.2325 2.49954 
 ;0.623258 0.859467 0.468058 0.57411 0.221043 0.272632 0.44379 1.35437 2.08279 
 ;1.014 0.673517 0.346953 0.46237 0.207278 0.582761 1.7905 3.25085 3.43436 
 ;0.326752 0.169818 0.14223 0.267523 0.376813 0.384487 0.597564 1.8405 2.79479 
 ;0.107856 0.144129 0.410645 0.768195 0.51633 0.203687 0.106653 0.242738 0.110598 
 ;0.172785 0.135835 0.0650626 0.251867 0.662529 0.374322 0.182869 0.181312 0.258022 
 ;0.0853611 0.125474 0.173223 0.466936 0.649879 0.498094 0.397554 0.290132 0.228387 
 ;0.105784 0.0479866 0.124544 0.493386 0.926139 0.550912 0.16153 0.102609 0.137433 
 ;0.520377 0.791553 0.289383 0.362159 0.752656 0.505122 0.142124 0.262565 1.44896 
 ;1.3874 1.50283 0.482728 0.472194 1.22414 0.972738 0.314446 0.703535 2.03492 
 ;0.577148 0.516715 0.538876 0.542057 0.996933 0.794776 0.843213 3.76938 1.87931 
 ;0.477148 0.273219 0.0772387 0.120681 0.560541 0.472001 0.638137 4.91744 4.69102 
 ;0.481592 0.270852 0.233081 0.356081 0.755381 0.64131 0.594795 1.47019 3.04056 
 ;0.0499621 0.111594 0.110122 0.269027 1.1508 0.31977 0.201741 0.151556 0.0711281 
 ;0.0701183 0.063762 0.163418 0.664389 1.60052 0.894944 0.155506 0.0928956 0.0784678 
 ;0.0272255 0.125977 0.138231 0.431954 1.81089 1.64651 0.369321 0.142787 0.244082 
 ;0.0854532 0.315794 0.485093 0.915513 1.8705 1.77692 0.502997 0.396651 0.535509 
 ;0.157384 0.674908 1.51693 1.1848 2.04035 1.21418 0.524465 0.449001 0.472915 
 ;0.374422 1.65323 2.3112 1.41668 2.11225 0.912613 0.247158 0.353652 0.647902 
 ;0.125898 0.194554 0.396274 0.823031 4.35282 1.47483 0.210567 0.769518 0.249429 
 ;0.81416 1.16578 0.95866 0.998838 3.07146 1.5505 0.623549 1.21334 2.02488 
 ;1.00867 1.08413 0.722886 0.982742 3.68324 0.881097 0.35854 0.349394 1.83065 
 ;0.0720236 0.168811 0.39969 1.58602 3.22777 1.05198 0.669628 0.785107 0.366475 
 ;0 0.0232355 0.215913 0.983513 5.53306 2.39892 0.0575528 0.0438099 0 
 ;0.0458818 0.24692 0.934888 1.98516 6.81434 2.8927 0.535079 0.251814 0.212662 
 ;0.170237 0.554232 1.22468 1.63853 4.16794 7.26211 2.56478 1.20155 0.654595 
 ;0.512991 0.730891 0.877998 1.52513 2.52248 3.13062 1.89706 2.31942 1.68092 
 ;1.04405 0.841387 2.41732 2.05995 3.30618 0.987757 0.355485 1.09965 2.19098 
 ;0.234415 0.693253 1.44599 1.71488 4.83748 1.52091 0.555727 0.214203 0.317282 
 ;0.445001 1.41016 2.67616 1.79638 3.03642 1.5569 0.82316 0.642607 0.916027 
 ;0.714726 1.45034 1.39941 1.23352 2.83943 1.72477 1.27491 0.745639 1.50026 
 ;0.107012 0.166388 0.142219 0.54288 0.836406 1.75857 0.595903 0.510347 0.283806 
 ;0.0291115 0.00850552 0.00534017 0.404039 11.0754 2.91477 0.127541 0.0510765 0.00564923 
 ;0.161344 0.147667 0.285049 1.55311 10.8812 2.8921 0.244811 0.163934 0.0569573 
 ;0.303417 0.223366 0.44491 1.26104 8.89994 2.70062 0.489455 0.223491 0.16178 
 ;0.334542 0.188128 0.825097 1.57796 5.95865 3.43696 0.725365 0.685733 0.55667 
 ;0.530085 0.295855 1.04804 1.50192 6.50038 1.6943 0.346201 0.225482 0.390886 
 ;0.19248 0.501339 1.24266 1.63962 6.27557 1.44569 0.519337 0.192193 0.188129 
 ;0.118502 0.286037 0.431465 1.47317 3.35426 2.46153 1.09592 0.342235 0.181201 
 ;0.0783011 0.282591 0.479879 0.945172 1.98354 1.68985 0.924922 0.424762 0.438794 
 ;0.0314668 0.10247 0.146042 0.501982 1.66139 0.78513 0.460069 0.320375 0.1844 
 ;0.0519608 0.0337898 0.075293 0.299111 2.85152 1.85082 0.890389 0.16637 0.0527916 
 ;0.0376531 0.0412643 0.0913649 0.63678 2.94125 1.75253 0.86132 0.279919 0.140154 
 ;0.141289 0.125653 0.117566 0.390571 1.81483 1.1709 0.507692 0.338484 0.186911 
 ;0.130096 0.0969424 0.176828 0.302875 1.21652 1.54117 0.525913 0.271412 0.134328 
 ;0.080774 0.0908405 0.108241 0.196325 1.27142 1.78986 0.609098 0.165911 0.113204 
 ;0.0663898 0.0678695 0.0501729 0.192685 0.915108 1.18312 0.902926 0.266448 0.23449 
 ;0.0428799 0.0810788 0.0688412 0.31238 0.983187 1.35338 0.964491 0.297144 0.154697 
 ;0.046441 0.0508439 0.133334 0.530072 1.77527 2.15219 0.856167 0.332046 0.128422 
 ;0.0625699 0.159131 0.217089 0.844937 1.02952 0.679057 0.380191 0.298493 0.270425 
 ;0.0235294 0.0147658 0.0165872 0.0878089 1.82209 1.28374 0.368211 0.0375006 0.0135204 
 ;0.0214279 0.0418286 0.12902 0.559804 2.03917 1.94442 0.277775 0.065718 0.00912216 
 ;0.0567653 0.0893182 0.153958 0.512807 1.83025 1.08443 0.291321 0.0580551 0.111097 
 ;0.191144 0.0869038 0.092678 0.640925 1.72405 0.880942 0.250202 0.0506611 0.187032 
 ;0.0498882 0.0109219 0.092826 0.34595 1.22718 1.1726 0.319953 0.209161 0.110645 
 ;0.0992971 0.0604084 0.130413 0.189166 0.707513 1.00121 0.839949 0.234707 0.0681052 
 ;0.150119 0.106682 0.201988 0.356007 0.685887 1.0493 0.406146 0.168969 0.0511262 
 ;0.061231 0.119482 0.130534 0.466274 1.67528 1.33455 0.378293 0.0722668 0.0679742 
 ;0.0803922 0 0 0.180324 0.496514 1.01021 0.948781 0.219578 0.155162 
 ;
19 9
